age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score
21,Male,2.599241167845568,4.2229209581246,4.189717251368065,Yes,79.65998017886305,3.690527440640969,Good,5,Master,Average,5,No,51.43134758519842
19,Female,4.62941968832987,4.680810539091134,4.074444004454177,No,87.06615465078855,8.267595576871134,Fair,6,High School,Good,0,No,67.02073803649569
21,Female,7.739424440044671,3.8763593154213054,1.3837891591840632,No,53.123549132296525,5.375756044540023,Good,4,High School,Poor,1,No,56.77217263939328
20,Female,3.734494753189277,3.4013330294132897,1.6242592708411776,No,63.61687663360931,7.750686805911332,Fair,3,High School,Good,1,No,61.31104522479968
22,Male,1.5810339127496298,2.724131936687042,4.23120767177527,Yes,60.621760531912976,10.07128005819204,Poor,7,Bachelor,Average,6,No,93.79206883613644
24,Female,2.462341245003898,3.2333713939236857,3.4155272588596386,Yes,84.37359336808964,6.6443788761396085,Fair,1,Bachelor,Average,-1,No,10.745721383964458
22,Female,5.6993632944825645,3.524232828211264,4.479288819596007,Yes,91.62939081564772,7.956115671746098,Poor,6,High School,Average,2,No,40.35763145088134
23,Female,5.395096659649631,2.6592684386655883,4.279564493867443,No,54.35094353140365,8.796913457287465,Poor,1,Unknown,Average,1,Yes,78.32845445894343
22,Female,7.612764844392069,3.507401785632999,3.785571352870144,Yes,54.32010197371889,8.09754819816722,Poor,5,High School,Average,8,Yes,90.35938546773671
23,Female,7.152474741477539,4.862355330897069,3.3910910649595056,Yes,52.43166144859156,6.869799492043447,Good,6,High School,Good,3,No,92.52552386610222
22,Male,6.0249217535214346,1.2254764624258427,0.0356700256577247,No,85.99846991503729,10.898139853461178,Poor,1,High School,Average,10,No,61.00827096956293
22,Female,0.8716535874685669,3.1819921191686595,0.2657070279920226,Yes,58.805379836120274,7.325619061561861,Fair,3,Bachelor,Good,1,Yes,62.68828921659748
17,Male,5.322469463866653,1.8940684659555176,2.0279906383754067,No,68.5278182339976,8.4981765916081,Fair,1,Bachelor,Average,6,No,67.18227115940404
21,Female,4.993057936423198,1.951999914528319,3.4031872883544763,No,81.5936726153082,4.724301944425632,Poor,6,High School,Average,8,No,81.62049959370758
17,Male,6.990622774225348,1.520704386400647,4.323207762611376,No,95.19349905836458,8.672756775847743,Fair,1,Bachelor,Average,-2,No,66.92059409377981
22,Other,6.875320093461967,3.6015085692773137,5.0727596201597605,Yes,102.18199818183662,7.998055725310251,Fair,1,Master,Average,3,No,85.33614359330971
22,Other,4.641116583560902,3.506160642965052,1.0335983885947404,No,96.10047861442844,5.628048703013962,Good,5,Bachelor,Poor,6,Yes,83.2549599505661
21,Female,3.5382125045689814,2.625877398731905,2.53330172828763,No,71.27971432753539,10.038265945901028,Good,4,High School,Poor,0,No,38.00762880108731
19,Female,4.130564417164189,2.677706007483023,5.4366478373090565,No,51.27491035266307,5.471896614901437,Fair,5,Unknown,Good,6,No,80.88463633327113
22,Male,4.560627982823195,3.1010501640053385,0.7492139402626472,No,88.84323976112933,8.5889706877353,Fair,6,High School,Good,-1,No,56.07283418568103
21,Female,4.725982417440116,4.752621440997278,2.3449196601250537,No,85.86292290774516,10.228648368039742,Good,0,High School,Average,0,No,69.14993354501571
22,Female,5.496746958150424,4.604575445352609,1.850847538146436,Yes,90.50695103790548,7.12866673325215,Poor,4,Unknown,Average,11,No,35.725226530613995
19,Female,0.7005283838149432,4.14558332829785,5.260448012151401,No,58.42493082483547,6.926129498030088,Poor,6,Unknown,Good,3,Yes,60.9322375686174
20,Female,4.915733731823388,4.30415671207019,3.2695991877343724,Yes,97.97507209923468,6.079122078984915,Good,1,Bachelor,Average,9,No,91.03629070230689
19,Other,5.651050595325408,3.3374469796284787,2.9108171175286213,No,96.91152669032512,5.11181631600473,Fair,6,Bachelor,Poor,-1,No,42.60705755482302
23,Male,6.620551227463604,5.7128872238428965,1.456584151800151,No,89.7405819178349,10.094903893536486,Poor,2,Bachelor,Average,-1,Yes,29.504606331114644
15,Female,4.927260702771811,2.279335982412128,4.414054204353491,Yes,67.20376105416841,5.8305092339809335,Good,5,Master,Average,3,Yes,53.71497480278711
23,Male,2.596032623292051,3.697743817211743,4.835940402231203,No,92.97283147214736,8.599465490701796,Fair,4,Unknown,Poor,3,No,95.25139241958136
24,Female,5.662595397294982,4.706255402533609,0.1779424481821635,Yes,52.86146363887927,8.154649219496168,Fair,1,Bachelor,Average,8,Yes,49.95814035981411
17,Male,4.621529717005211,1.0402333706014808,1.123384918227306,No,92.60230312512832,7.113768316948542,Good,3,High School,Good,-1,Yes,38.95617912582344
17,Female,6.307308270148377,3.271532957206364,2.709415517618188,No,70.25453746961313,7.835960847051037,Fair,3,High School,Poor,0,Yes,85.06765570968528
23,Female,5.977835534631064,0.6847064778531541,1.385878805389123,No,51.066673969091696,7.619646088663598,Fair,6,Bachelor,Poor,1,Yes,24.07752970879738
16,Male,6.700667269473468,3.190883151625353,0.2557562043458242,Yes,87.18592272531973,8.105520660395364,Poor,6,High School,Average,0,Yes,67.4982971680549
16,Female,4.260928111515202,5.967434423475349,1.7467785240143483,No,90.4620984485876,7.091523298996883,Good,6,Bachelor,Good,1,No,92.26700338594588
24,Female,3.618633341743608,1.291791270314222,2.6868037180579267,No,62.8417887142422,8.774237287367225,Fair,4,Bachelor,Average,-1,No,35.99842270710478
20,Other,8.371779736098214,3.902039005845248,3.72599824863818,Yes,96.7966378186475,10.82810892867063,Good,6,High School,Average,8,Yes,101.12397092658485
20,Female,3.558374731264111,6.275967530667415,4.294887837960347,Yes,57.23804203515069,7.242331102405229,Fair,6,High School,Average,1,Yes,78.59935013614879
21,Female,6.968718040516512,3.0064891810990364,0.5303458113906729,No,60.133572828760535,7.33953371912613,Good,5,High School,Good,6,Yes,53.22747325789835
19,Female,6.163773690770121,2.66424952889106,0.2613731320023817,No,98.82386792110532,5.805762379541066,Good,6,Unknown,Average,4,Yes,42.51963536977095
23,Male,5.09581594454029,2.159246797686286,3.0391002454279903,No,97.83322418154874,6.400216129776452,Fair,4,Bachelor,Poor,5,Yes,60.30150685287549
19,Male,4.004226687612466,3.8075993161347217,3.742873678186506,No,68.01906399599206,7.848053127438985,Poor,6,High School,Average,0,No,58.3331074375978
23,Male,4.953013212137963,4.857897350874509,2.2076184331956044,No,66.07023115321908,10.912574801115149,Fair,3,Bachelor,Good,11,Yes,78.28618137892398
22,Male,7.774662554111392,1.890395844946316,2.061734981645719,No,56.36133200145415,9.44011323218408,Fair,3,High School,Good,11,No,74.63791269649364
22,Male,5.40645508292463,6.055028541102132,2.19787280985543,No,66.99971296602558,7.990351191653954,Fair,1,High School,Poor,6,No,55.49650487970471
24,Female,6.749583145847895,4.135912535114102,1.3486639052930005,No,78.74651100656347,8.753245593034322,Fair,7,Master,Average,8,No,86.9196982343772
23,Female,7.485231269853553,4.7507628535931286,1.579382769329953,No,84.78940472586457,4.813971447532353,Poor,6,High School,Poor,7,No,79.24008184109748
23,Female,1.7897294252977165,2.807731658796417,5.713700825310843,No,48.746458675017166,7.817397872976742,Fair,4,Master,Good,4,No,58.84118179838421
21,Female,2.245029648489452,1.8827657542096568,0.8833177916784589,Yes,54.52943814467847,4.149274028884325,Fair,1,Master,Good,8,No,57.43812201136751
23,Other,4.248482564578556,6.280787631174206,2.354447277731041,No,58.50056276360698,5.677065309100985,Good,3,Bachelor,Poor,11,No,73.21898815339081
21,Male,2.673107281527174,3.004894348440029,3.09865518874104,No,84.14139224133471,5.275770065106255,Good,6,High School,Poor,1,No,36.63558336627259
19,Male,7.033836957873279,3.0912222963733407,2.2979506301270685,No,70.20866763018287,9.770573477787304,Fair,6,High School,Poor,8,No,88.79156136279948
18,Other,3.2246877112444547,5.618227339837315,4.61548313123024,No,95.68864987853686,8.364183381248543,Poor,3,High School,Average,3,No,59.227609172003895
21,Other,7.024158973499876,3.471384694830041,2.109238452644167,Yes,72.1883723050292,5.303060478935752,Poor,6,High School,Average,10,No,101.31692518786444
25,Male,5.178791827691997,4.860158604849345,2.616831858892577,No,50.28581964449079,10.343457519468345,Good,1,Bachelor,Good,10,No,66.18429410569458
20,Female,3.196715881093275,3.422344911921951,4.7415397730181885,Yes,58.23573220086878,9.459826542543562,Good,0,Master,Average,2,No,56.57352614922876
19,Female,4.062782386660439,2.2340540973724896,2.832801273312816,Yes,77.4090259173778,6.304858698648764,Fair,2,High School,Good,1,No,64.68921269924283
22,Male,6.744276151434382,2.5095012719831584,-0.0088457806393755,No,66.38599565331452,9.105327258952173,Fair,5,High School,Good,3,Yes,95.10840210610316
23,Male,7.117348615386852,3.749188574881084,2.888137911403253,No,93.84219167007444,5.514791921100626,Fair,3,High School,Good,3,Yes,57.8496987933472
23,Other,6.823940629528031,3.634452402667496,1.90606860159474,No,63.42561040935281,7.797175845596261,Fair,6,Bachelor,Average,2,Yes,46.42405086781499
19,Male,5.449075147101119,1.4149843688362924,2.473408007666469,No,74.76706036856915,9.951855756032293,Fair,3,Bachelor,Average,8,Yes,88.07781756354359
24,Female,5.826873377938174,3.843534727941551,0.950652282468201,Yes,71.54306985030755,10.576818444047063,Good,1,High School,Good,1,Yes,31.55919053157081
18,Male,6.712817296613628,5.087168196503871,1.244516541118639,No,53.97738006899888,7.427965004593903,Fair,5,Master,Average,-1,No,50.8136202216137
16,Female,2.324204686471732,4.024501388621775,3.1251000151983503,Yes,65.77253997900165,7.954722402017201,Fair,5,Bachelor,Average,1,No,15.019047786828992
19,Female,3.943983950382112,4.007836618078403,2.071093584835597,No,55.37594537720532,5.964809054691144,Fair,6,Master,Good,6,No,97.22191217668438
24,Female,4.270914617144814,4.536142907426818,2.7798865601260028,No,55.92296730647686,7.061431071191085,Good,6,High School,Good,7,Yes,86.95046157623378
21,Female,5.309228616065502,1.2233537026739707,3.2921617103564778,No,65.19907212227851,4.8678681930360375,Fair,6,High School,Average,0,No,86.13201632330723
22,Male,3.631731111252148,2.693894387737678,3.022901201342007,Yes,55.67823909753513,7.203670010261668,Fair,4,High School,Good,10,Yes,64.00125317596256
19,Female,5.779929030084519,2.2486541072530875,3.195409100354488,No,81.9212894284331,8.387465434650448,Fair,1,High School,Average,0,No,93.07926111232432
23,Male,0.6479536664509351,4.641416793041087,1.2866406086884203,No,67.18546103194373,4.91165561887878,Good,3,High School,Good,0,No,57.3518868789875
22,Other,1.8620509952347857,4.580399590265983,2.4312883884059646,Yes,62.80935642407916,5.373210199815894,Fair,4,Unknown,Average,2,Yes,97.59479749077823
18,Female,5.645837771964717,3.2848494140064157,4.084460368008804,No,65.42488134865349,8.694419460021182,Poor,7,Bachelor,Average,1,No,53.210880832350895
17,Female,3.5810277421242485,6.328639204547855,1.9436824471616416,Yes,68.03503614627016,7.188833257288218,Poor,6,Bachelor,Good,3,No,86.93007093270994
17,Female,3.915365359702526,1.5709630660331482,3.170028506223124,Yes,73.39956544613956,5.795481317150895,Poor,4,Bachelor,Average,8,Yes,51.071258491372575
22,Female,3.734052753076472,1.799089502081878,1.518545708107361,Yes,56.93754080729728,7.091281463004206,Poor,6,Unknown,Poor,2,No,108.73695308037048
22,Male,9.052073161320203,2.141977617721208,0.4025911953740014,No,82.89511225341553,6.825497520976466,Good,0,Unknown,Average,1,No,70.0221042372055
22,Female,6.08861315809445,4.057353560005368,1.4204587997647424,Yes,75.89629520231216,10.201162639310947,Fair,4,Unknown,Poor,5,No,94.4671318163289
22,Male,5.119788190798425,4.825924109024836,5.702077056555487,No,68.66990653771988,6.481700741403592,Poor,5,Master,Average,1,No,52.98507718306121
23,Male,2.8552558684749303,2.155301405409161,1.7954126148612608,No,72.50606153795486,6.961745517968891,Fair,5,Bachelor,Good,9,Yes,92.14584832612566
22,Male,5.344486861055177,4.036857515401583,3.0832090795017884,No,75.69976287004674,4.808021604440204,Fair,6,Master,Good,7,No,70.34086006147893
20,Female,1.9361010451646936,0.6876730101605868,2.375694124892372,No,69.81516793484637,7.949449497130471,Good,6,Bachelor,Average,4,Yes,57.47284619396249
23,Female,3.2224781309737804,4.404483319836405,2.8832943467570264,Yes,89.03190454078364,9.211142995693264,Fair,4,High School,Average,10,No,102.91193354374506
22,Female,5.815401280608056,2.346847045722761,2.3424089180270977,No,90.48420367486484,7.99141553630873,Fair,6,Unknown,Average,7,No,82.88168669496606
19,Male,1.3471376593869684,1.100625332974979,1.9515225401966867,No,64.80145674960879,6.945924216032452,Fair,2,Bachelor,Good,3,No,54.74620668114582
18,Female,3.1222067919885963,2.0602973428841964,0.8182527944713824,Yes,76.76691808155662,7.730091234305849,Good,5,High School,Average,0,No,54.11682638703965
23,Male,7.776671984920302,4.742035355817564,1.6341642573382344,Yes,69.1031035517175,6.7246178880039285,Fair,5,High School,Poor,3,No,60.353905153526014
22,Female,2.165728857140823,1.6488138365358551,1.5563167913865446,Yes,84.89240618522221,8.160809970013844,Fair,4,Bachelor,Poor,8,No,52.36481083548239
20,Male,4.106542792276073,1.92194018513828,-0.3663652407902558,No,88.04532254239989,9.316685519865436,Poor,3,Bachelor,Good,0,Yes,55.86228208367963
22,Male,3.907004070106828,1.3301336216142887,2.6564397837741245,No,68.69956009178641,8.668587520752121,Fair,6,High School,Good,7,No,88.76566231064936
17,Female,5.887345159073267,3.645893878480723,4.983827854931645,No,91.96798664613368,5.410298444747681,Fair,5,Master,Poor,4,Yes,88.1143047433007
16,Female,6.604704470326975,3.3304783739454344,3.9279395497343614,Yes,95.43920661520818,4.526100468990549,Good,4,Unknown,Good,-1,Yes,92.8956450872606
16,Female,6.403542926163235,3.58415131968722,3.8380294175706577,Yes,100.24638756068848,8.96410641538555,Good,3,High School,Good,3,No,72.08217116693747
24,Female,4.375868044692643,0.0473765947261535,1.1160283919767515,No,52.41500450872485,11.296753560090943,Good,1,Bachelor,Average,2,Yes,81.39653373489996
23,Female,5.890438187118456,4.27357142845695,0.7004990550945103,Yes,65.44012264219411,7.839554492456591,Fair,4,Bachelor,Average,8,Yes,81.68797273399403
19,Male,4.948160010259465,3.494431548533265,1.1533276436093451,No,67.22887307140522,7.679343508273211,Good,1,High School,Poor,2,No,69.78502107558695
18,Female,8.671450050872204,4.616048891770011,0.9418325321516012,No,89.34726599611815,8.922109182687453,Good,1,Bachelor,Average,7,No,93.27009459660302
22,Female,6.302294260517124,2.490338766774721,1.664500206041354,No,87.64315779218458,6.261772459747378,Poor,4,High School,Poor,2,Yes,69.83585821624152
19,Male,4.271452458199832,4.451059383501958,1.0978876761949876,No,56.50064688400708,10.446683593895267,Good,5,High School,Poor,5,No,63.133352783802266
21,Male,6.937807214133286,4.809944482265603,1.6617467157693078,No,51.330768994024666,6.415252690025803,Good,3,High School,Average,-1,No,28.24338548969017
22,Female,5.051509526628697,2.559853493231138,2.242191409663174,No,68.02227658723103,8.429953243056968,Good,1,Bachelor,Poor,6,No,84.16826122269097
22,Female,5.4353160829464855,3.695108656494728,5.934208556627672,No,60.15792916017455,8.922034137984442,Fair,1,Bachelor,Good,7,Yes,44.54128872525567
21,Female,4.2307520073180855,3.988482832661268,3.040736698396373,No,90.8777503244862,8.439448178521163,Fair,4,Bachelor,Average,3,No,69.6532310871108
24,Female,3.939757300920128,4.248717532263471,3.9662873366396063,No,67.49917478493552,6.265850155061751,Fair,0,Unknown,Poor,6,No,15.479344081159454
18,Female,5.667961055681484,3.484574608065003,0.7007779425251075,Yes,73.3130658865813,9.911386454864072,Good,1,Unknown,Average,0,No,68.2061954376005
22,Female,6.69104577929148,7.094406776463076,0.8702348904921833,No,48.66041658874393,6.405723686418272,Fair,0,Unknown,Poor,4,No,67.84242702178923
17,Female,7.117250365975487,4.594794715308686,4.036206938637456,No,92.93071987694842,6.9926800859142535,Good,3,High School,Good,5,No,78.26342114465506
24,Male,8.396628121402395,2.307689394559681,1.7965910207941105,Yes,55.27934709166519,6.977341908995796,Fair,6,Bachelor,Poor,3,No,50.6672447928386
22,Female,6.662482961211546,4.679510150448418,0.3482593890466203,Yes,89.19329081872372,9.621345458927705,Good,6,High School,Good,3,No,81.44215902696716
22,Male,4.248554073427584,0.9090196421987344,5.25769413540845,No,47.50308832439411,7.565005525180081,Poor,5,Bachelor,Poor,8,No,50.97538755964838
24,Female,2.9408959115548856,1.3856759190344785,3.623380624681005,No,74.04516717122264,6.846991595439666,Fair,7,High School,Good,3,No,42.88616921911576
19,Female,3.298887348549794,3.4502832774126047,4.994714860045981,Yes,96.26464706129988,5.3872121900930585,Fair,5,High School,Average,2,No,68.18732108245216
22,Female,5.384342595621796,3.0277740489088365,3.847635290325316,No,90.18872483916174,9.23110786513526,Good,2,Master,Good,8,No,34.63721925448657
22,Female,3.606372955338404,5.841337024526116,0.0352008537295788,No,87.84785703387533,7.025161688898377,Poor,4,High School,Average,1,No,78.20851456504946
23,Female,6.716288898987667,2.586474019853733,5.66114393460505,Yes,93.0971900549569,10.49096722177278,Fair,1,Bachelor,Average,2,No,48.17409721042319
21,Male,5.936528597612298,3.2421643188658047,0.0687242885269869,Yes,97.28074654664084,9.77772551785482,Fair,1,Bachelor,Good,2,No,76.73883461449122
18,Male,4.445015658751277,3.351677471416682,3.82234284335484,Yes,87.07362587586958,9.763184077644752,Good,6,Unknown,Good,2,Yes,49.16532363592445
24,Female,5.01759125817717,2.9646844857401264,4.725149797629114,Yes,93.64681398604188,10.65091691118029,Poor,3,High School,Good,5,No,51.81532690886484
19,Male,1.2796980349296374,4.41749193655857,1.9308488366144885,No,78.66087546185734,6.790327323182936,Fair,0,High School,Good,2,No,45.14784779586838
16,Male,5.176363397121429,2.066929536549457,1.8518748307558592,Yes,62.22418946903531,8.026586418673375,Poor,6,High School,Good,10,Yes,75.58271901887167
19,Male,6.992612198483607,1.4525458607384136,3.489667520792821,No,94.4848688414958,8.78089232967912,Fair,6,Bachelor,Good,6,No,40.27354559220087
21,Male,3.450664646385205,3.2020138149620454,1.9722149431641545,Yes,86.75818776175242,9.52876106730655,Fair,3,High School,Average,8,No,83.38498409058084
18,Female,4.185407674431778,2.189718511768952,3.0184562735982325,Yes,78.50165987779675,2.9146121974986894,Good,1,High School,Average,5,No,59.65444393447552
16,Female,6.957739603055298,5.013663592025771,2.511019981259885,Yes,74.57784314684054,7.846694491135024,Good,1,Master,Good,3,No,36.78007526191884
22,Male,2.390366875447105,7.620297855251041,3.974754468586808,No,59.64413752679492,8.08233876237982,Fair,1,Bachelor,Good,4,No,100.57906849003858
19,Male,6.977919733217668,1.019546088873618,1.953231230923695,Yes,72.26605502942112,7.698105751362943,Fair,1,High School,Good,-1,No,45.09260076751589
19,Female,6.327370750298275,3.9165000412373976,0.0548672722962898,Yes,66.43110134842169,9.671091208332523,Fair,6,High School,Average,0,Yes,23.56061620792555
22,Female,4.328150649241836,2.1386614051392807,4.759292027245282,Yes,90.04969873877974,8.358503778256669,Good,7,Master,Average,9,No,57.27891914843293
23,Male,6.730741834115298,0.3157419724397237,1.6685451833274103,Yes,67.3026007064057,7.43997839956861,Good,3,Master,Average,9,No,21.498674960320784
16,Male,6.108937841325652,5.916302358007456,0.3251713930111251,No,55.6854519431419,9.362780941097355,Fair,4,Bachelor,Poor,6,Yes,96.54468527365174
20,Female,6.103840061795396,1.3862832573079054,1.6407530289871008,No,91.87719258521524,8.59995188783487,Good,5,Bachelor,Poor,8,Yes,61.16931642304297
24,Male,6.599333337398431,4.04485056881401,3.2351939613506384,No,86.06831809093325,9.24319437046996,Fair,3,High School,Good,6,Yes,52.657442984671526
19,Female,7.286394157385096,0.1170173023797305,3.4114288543645084,No,51.317684163594826,10.42163820125198,Fair,3,Bachelor,Average,5,No,54.48677622321409
22,Male,3.245233697710032,1.5549750259679471,1.7619977544192569,No,87.47656848726172,9.434968806823887,Fair,2,Unknown,Poor,8,Yes,81.84125598507146
21,Male,4.660091102841288,3.992343314079332,2.5488894026309485,Yes,51.239548228897874,5.254608678050344,Fair,3,Unknown,Good,0,No,63.2989001839714
23,Other,3.4427315904417632,4.614157747594206,0.0481620083002025,No,88.59005233630273,5.834522083238902,Fair,3,High School,Good,1,No,64.36371136295465
21,Male,3.374896123935185,5.035522524210509,2.723763710241556,No,74.98983921814565,5.932638670383873,Fair,5,High School,Average,8,No,94.13295032882364
24,Male,6.570967809928851,0.2596174544336813,1.8203831254661325,No,84.66009014086801,9.820066484858987,Fair,5,High School,Poor,5,Yes,30.19820379281688
20,Female,2.936970863809359,1.4949034719776877,0.5485361483983668,Yes,59.73194631152857,7.264057189964816,Fair,1,Bachelor,Good,2,No,59.57301785742363
21,Female,3.669451871281313,1.3032895093457062,2.826858182582429,Yes,82.92778713664278,5.712167519503582,Fair,1,Bachelor,Good,3,Yes,90.44288398799812
21,Female,5.611076195672231,2.2443054261652997,3.787142422742445,Yes,60.07677188956473,7.0085966261892585,Fair,2,Bachelor,Average,8,No,42.18182304188091
21,Female,2.13126566640532,2.588773736065834,4.979908449037174,Yes,81.21985334252099,7.89529591721906,Good,6,High School,Good,7,No,52.92861080601323
22,Female,5.536822532962755,4.765561382627315,3.136813842226865,No,81.22997297536477,8.61870987883926,Fair,7,Unknown,Poor,2,No,38.07775917920684
19,Female,5.364420190672705,2.442970982099029,1.3921739449380923,No,89.4605755808769,7.933621208643499,Fair,4,Bachelor,Average,4,No,47.28487083745166
20,Female,6.166981389151902,3.529422630939689,4.613318758470586,No,95.09231510194942,7.14453140180828,Good,4,Bachelor,Good,8,No,62.51618224913079
20,Male,7.161981551566154,3.711208259592887,0.9883265415189214,Yes,97.59691427747848,7.232332506327773,Fair,1,High School,Poor,1,No,59.48139653386938
22,Male,4.184548067643914,3.32615227661191,3.1584665331226227,No,75.068907103257,8.312891833229433,Fair,5,Bachelor,Poor,7,No,79.9981064952825
20,Female,7.5307654101075965,1.8118993578847304,2.5013238410089675,No,63.75672355463505,6.746285224267605,Good,6,Bachelor,Good,5,No,27.85295642308265
22,Female,3.4709922440892456,3.637105868136109,5.4834434675722665,No,98.6613267823625,8.67722574751043,Fair,7,Bachelor,Average,5,No,53.44182821989214
18,Female,1.7803538149821043,0.6137004522088205,2.9006381867041835,Yes,79.06499663036917,7.028043968307925,Fair,6,Master,Average,4,No,76.46867608632034
19,Male,2.776844048332394,3.47512172601776,1.2744458679630206,No,98.41157406556565,10.09993438229246,Fair,3,Master,Good,6,No,68.36479730497604
24,Female,8.994458755795748,3.4197300048586925,0.99727765481914,Yes,68.35871275884313,8.15710089287034,Fair,3,High School,Average,2,No,50.87237427798262
22,Female,5.492807940183356,0.1525137435161128,2.5303003303739,Yes,85.8924913764838,9.465056865606824,Fair,7,Bachelor,Average,4,No,101.2060317283274
21,Male,1.8196585272310148,1.666938914139019,1.2088701787852665,Yes,81.61493374204329,6.622372700826481,Good,4,Bachelor,Poor,4,No,65.06424302471657
19,Male,6.2368960368777655,2.8772484132954714,2.0087308945312663,No,95.14700156101824,8.713864327534528,Good,4,High School,Average,7,No,81.08275041031722
21,Female,2.8183684635976536,2.4634417505417017,0.7118798896364846,No,93.84897525948344,8.01289502119867,Fair,0,High School,Poor,0,No,76.91109819121999
17,Female,4.19379734111939,0.134230432838236,0.7740045425260356,No,85.266811047107,6.790160672631091,Fair,6,Master,Average,6,No,39.47581503716192
19,Male,3.748842210042111,3.4293758330006283,1.5967301993404008,No,81.52683069168525,7.657310240997357,Poor,3,High School,Average,9,Yes,91.32217595985516
21,Other,7.502209636485338,6.011169118846677,0.4313314913185875,No,47.20695869241768,8.382349860979092,Fair,5,High School,Good,0,Yes,83.2998959000394
22,Female,6.659714649619709,3.452044811737092,3.1420172675143334,Yes,67.00580555912042,7.454359883901461,Fair,0,High School,Average,10,No,57.25344322966035
21,Other,5.428220553662893,4.6971387493760375,2.1067045841779746,No,90.2003279356097,9.866994441229464,Good,2,Bachelor,Good,10,No,71.35739966072795
24,Female,5.496806071082389,2.4609640390927803,1.692801438607754,Yes,71.61881859791373,8.109451210976673,Fair,1,Master,Poor,2,No,88.7326307853577
18,Female,4.0654677213843655,4.450315155929655,3.004313417912201,No,76.63515557649276,9.262025730622025,Fair,6,High School,Average,10,Yes,64.1748399862627
19,Female,5.000377959830345,4.621575540105516,1.504882141099306,No,76.51719207376965,9.45948151338196,Fair,7,Master,Good,3,Yes,26.6909640142382
22,Male,1.730735093329264,3.544273215527617,2.91462311840275,No,69.07698894624505,7.273417296737714,Fair,5,High School,Average,6,Yes,74.97361241903842
17,Female,3.3398062740936982,0.1475037393069187,1.6961122203668544,No,63.054173495841866,6.574982715157405,Fair,1,Master,Good,8,Yes,37.4997309314814
23,Male,5.913858581109943,6.641071842495032,1.2585500207003042,Yes,56.09664925014093,5.2135824555565975,Good,4,High School,Good,6,No,74.7849235348263
24,Male,6.679598552914375,5.596662971272902,0.4446532168333229,No,87.49669216926252,7.601165416873743,Good,6,High School,Good,2,No,46.67336752780898
24,Male,2.644047588652736,4.893038494702312,3.169210903906501,No,84.57663546294334,4.762973264832327,Good,6,Master,Average,0,No,68.70115268698729
19,Male,3.047775295550448,3.569190524828041,2.7575800198242537,No,91.0834119345218,7.4754078885252815,Fair,3,High School,Poor,8,No,64.74595010741885
19,Male,1.686582671700258,0.7826482730767284,1.5879005201001155,Yes,81.65107680048867,7.788682373745202,Fair,1,Master,Average,2,No,25.71830273376988
23,Male,3.010934432122772,1.762457944011644,3.681116048016295,No,91.97134197098774,8.08418344281235,Good,1,High School,Good,10,No,54.0856110705106
24,Other,6.679508153400235,3.79131670095965,2.914266545963268,No,60.205508602077785,7.5890343818803006,Fair,1,Bachelor,Average,3,Yes,87.95693567716074
16,Female,4.318760655669902,3.743096870602361,3.512811765359684,Yes,91.38427247925114,7.300142656005951,Fair,0,High School,Poor,8,No,73.02949646613651
18,Female,3.526655704716216,1.0563560875775475,1.823942705210405,No,90.73237671343848,7.102758347386264,Fair,7,Bachelor,Good,2,Yes,48.01272352582613
19,Male,1.625497013990684,2.7430661639651808,1.709699385066482,No,52.29905700379169,9.65261545979996,Fair,5,High School,Good,6,No,83.91494255439554
19,Male,2.197528815983869,2.3890467446372914,2.140199466241183,No,92.17972985292572,2.7971279067808137,Fair,3,Master,Average,0,Yes,45.956017951824464
23,Female,5.70393075099663,2.7834254561865235,1.2020772872899776,No,85.64900958100327,8.218750165462948,Poor,4,High School,Average,10,No,45.41554676543589
19,Female,2.6139250316827303,2.044286490476591,3.8745484243040793,No,92.66794897177763,7.384161223861858,Poor,4,Master,Poor,3,Yes,21.4428948280179
22,Female,0.7473934155826711,1.921097789332686,0.8333799570459204,Yes,54.49908577242399,6.655928628119147,Fair,5,Master,Average,-1,No,40.710564543539256
19,Male,4.303276643129912,1.7055874817184198,2.504127904898308,Yes,81.64497356057676,9.65328036311735,Fair,2,Master,Poor,0,Yes,53.66070383078002
20,Male,6.356784866762471,3.680864189232282,2.949550019115841,Yes,104.1110741385966,7.9855880443915215,Fair,1,Bachelor,Good,8,No,95.12146659781114
22,Male,5.043580936282108,3.0785162425148718,3.633234798630289,No,91.43559703734482,7.692312282790844,Fair,1,High School,Average,11,No,66.84488989336077
21,Female,5.162182429222547,3.128708888168842,1.4370488851595264,No,53.83526978568592,7.9472352108052435,Poor,0,High School,Poor,0,No,66.02331609327072
24,Other,9.089742448802005,3.7024503638821034,1.8720177215074243,No,91.42874547075682,8.685498369718015,Fair,5,Bachelor,Good,-1,No,62.22072715713512
18,Female,9.454880143487577,3.5340648831574497,3.4176268493055955,No,60.23921312629149,7.304838636627751,Good,2,Master,Average,2,Yes,65.67083779585845
22,Female,6.081319087000317,5.496616503868662,4.273917162030968,No,91.48854307900277,8.436126024908635,Good,3,Bachelor,Poor,11,No,74.58564306644281
19,Female,4.335553025092606,3.16697826476986,0.8560699826180553,Yes,63.38540112534023,8.78149286186428,Poor,4,High School,Poor,8,No,57.04422877170372
